[23:55:28] [main/INFO]: ModLauncher running: args [--username, JavaJoe, --version, forge-47.2.6, --gameDir, /home/jibbo/Documents/curseforge/minecraft/Instances/TerraFirmaGreg, --assetsDir, /home/jibbo/Documents/curseforge/minecraft/Install/assets, --assetIndex, 5, --uuid, 2fc0b38173b8426b960fc1a589b261a3, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, Mme/zS2FRlmnmC9ahARv2rxlW+TH7l2aiKKYUhjychkuvxGrdSRJZaRKxnXT0Oiq, --xuid, 2535450630550326, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, /home/jibbo/Documents/curseforge/minecraft/Install/quickPlay/java/1728618926937.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.6, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[23:55:28] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Linux arch amd64 version 6.8.0-45-generic
[23:55:51] [Forge Version Check/INFO]: [puzzlesaccessapi] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/puzzlesaccessapi.json
[23:55:51] [Forge Version Check/INFO]: [puzzlesaccessapi] Found status: BETA Current: 8.0.7 Target: null
[23:55:51] [Forge Version Check/INFO]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[23:55:51] [Render thread/INFO]: Loading Xaero's Minimap - Stage 2/2
[23:55:51] [Forge Version Check/INFO]: [forge] Found status: OUTDATED Current: 47.2.6 Target: 47.3.0
[23:55:51] [Forge Version Check/INFO]: [moonlight] Starting version check at https://raw.githubusercontent.com/MehVahdJukaar/Moonlight/multi-loader/forge/update.json
[23:55:51] [Forge Version Check/INFO]: [moonlight] Found status: BETA Current: 1.20-2.13.2 Target: null
[23:55:51] [Forge Version Check/INFO]: [configuration] Starting version check at https://raw.githubusercontent.com/Toma1O6/UpdateSchemas/master/configuration-forge.json
[23:55:51] [Forge Version Check/INFO]: [configuration] Found status: OUTDATED Current: 2.2.0 Target: 2.2.1
[23:55:51] [Forge Version Check/INFO]: [smoothboot] Starting version check at https://github.com/AbdElAziz333/SmoothBoot-Reloaded/raw/mc1.20.1/dev/updates.json
[23:55:51] [Forge Version Check/INFO]: [smoothboot] Found status: UP_TO_DATE Current: 0.0.4 Target: null
[23:55:51] [Forge Version Check/INFO]: [ksyxis] Starting version check at https://raw.githubusercontent.com/VidTu/Ksyxis/main/updater_ksyxis_forge.json
[23:55:51] [Render thread/INFO]: Registered player tracker system: minimap_synced
[23:55:51] [Render thread/INFO]: Xaero's Minimap: World Map found!
[23:55:51] [Render thread/INFO]: Registered player tracker system: openpartiesandclaims
[23:55:51] [Render thread/INFO]: Xaero's Minimap: Open Parties And Claims found!
[23:55:51] [Render thread/INFO]: No Optifine!
[23:55:51] [Render thread/INFO]: Xaero's Minimap: No Vivecraft!
[23:55:51] [Render thread/INFO]: Xaero's Minimap: Framed Blocks found!
[23:55:51] [Render thread/INFO]: Xaero's Minimap: Iris found!
[23:55:51] [Render thread/INFO]: Loading Xaero's World Map - Stage 2/2
[23:55:51] [Forge Version Check/INFO]: [ksyxis] Found status: UP_TO_DATE Current: 1.3.2 Target: null
[23:55:51] [Forge Version Check/INFO]: [flywheel] Starting version check at https://api.modrinth.com/updates/flywheel/forge_updates.json
[23:55:51] [Render thread/INFO]: New world map region cache hash code: -815523079
[23:55:51] [Render thread/INFO]: Registered player tracker system: map_synced
[23:55:51] [Render thread/INFO]: Xaero's WorldMap Mod: Xaero's minimap found!
[23:55:51] [Render thread/INFO]: Registered player tracker system: minimap_synced
[23:55:51] [Render thread/INFO]: Registered player tracker system: openpartiesandclaims
[23:55:51] [Render thread/INFO]: Xaero's WorldMap Mod: Open Parties And Claims found!
[23:55:51] [Render thread/INFO]: No Optifine!
[23:55:51] [Render thread/INFO]: Xaero's World Map: No Vivecraft!
[23:55:51] [Render thread/INFO]: Xaero's World Map: Framed Blocks found!
[23:55:51] [Render thread/INFO]: Xaero's World Map: Iris found!
[23:55:52] [Forge Version Check/INFO]: [flywheel] Found status: BETA Current: 0.6.10-7 Target: null
[23:55:52] [Forge Version Check/INFO]: [inventoryhud] Starting version check at https://raw.githubusercontent.com/DmitryLovin/pluginUpdate/master/invupdate.json
[23:55:52] [Forge Version Check/INFO]: [inventoryhud] Found status: UP_TO_DATE Current: 3.4.26 Target: null
[23:55:52] [Forge Version Check/INFO]: [puzzleslib] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/puzzleslib.json
[23:55:52] [Forge Version Check/INFO]: [puzzleslib] Found status: OUTDATED Current: 8.1.23 Target: 8.1.24
[23:55:52] [Forge Version Check/INFO]: [betterf3] Starting version check at https://api.modrinth.com/updates/betterf3/forge_updates.json
[23:55:52] [Forge Version Check/INFO]: [betterf3] Found status: UP_TO_DATE Current: 7.0.2 Target: null
[23:55:52] [Forge Version Check/INFO]: [packetfixer] Starting version check at https://api.modrinth.com/updates/packet-fixer/forge_updates.json
[23:55:52] [Forge Version Check/INFO]: [packetfixer] Found status: UP_TO_DATE Current: 1.4.2 Target: null
[23:55:52] [Worker-ResourceReload-3/WARN]: tfcambiental:snowshoes#inventory
java.io.FileNotFoundException: tfcambiental:models/item/snowshoes.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:266) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:384) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:150) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at java.util.concurrent.CompletableFuture.biApply(CompletableFuture.java:1311) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(CompletableFuture.java:1280) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(CompletableFuture.java:483) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[23:55:52] [Worker-ResourceReload-3/WARN]: carpeted:block/label
java.io.FileNotFoundException: carpeted:models/block/label.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:262) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:159) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23444!/:?]
	at java.util.concurrent.CompletableFuture.biApply(CompletableFuture.java:1311) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(CompletableFuture.java:1280) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(CompletableFuture.java:483) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[23:55:58] [Worker-ResourceReload-3/WARN]: Missing textures in model firmaciv:firmaciv_compass#inventory:
    minecraft:textures/atlas/blocks.png:minecraft:item/compass
[23:55:58] [Worker-ResourceReload-3/WARN]: Missing textures in model gtceu:tin_double_ingot#inventory:
    minecraft:textures/atlas/blocks.png:gtceu:item/material_sets/dull/ingot_double_overlay
[23:55:58] [Worker-ResourceReload-3/WARN]: Missing textures in model createaddition:small_light_connector#facing=west,mode=push,powered=true,rotation=x_clockwise_180,variant=default:
    minecraft:textures/atlas/blocks.png:create:block/chute_block
[23:55:58] [Worker-ResourceReload-3/WARN]: Missing textures in model gtceu:copper_double_ingot#inventory:
    minecraft:textures/atlas/blocks.png:gtceu:item/material_sets/dull/ingot_double_overlay
[23:55:59] [Render thread/INFO]: Loaded all shader sources.
[23:55:59] [Worker-ResourceReload-6/INFO]: Loaded values for 19 compatible attributes.
[23:55:59] [Worker-ResourceReload-6/ERROR]: Attribute ID 'minecolonies:mc_mob_damage' does not belong to a known attribute. This entry will be ignored.
[23:55:59] [Worker-ResourceReload-6/INFO]: Loaded 20 values from config.
[23:55:59] [Worker-ResourceReload-6/INFO]: Saving config file. 20 entries.
[23:55:59] [Worker-ResourceReload-6/INFO]: Applying changes for 20 attributes.
[23:55:59] [Worker-ResourceReload-13/INFO]: Automatic pull animal configuration:
pull_animals = [
    "minecraft:camel",
    "minecraft:donkey",
    "minecraft:horse",
    "minecraft:mule",
    "minecraft:skeleton_horse",
    "minecraft:zombie_horse",
    "minecraft:player",
    "tfc:donkey",
    "tfc:mule",
    "tfc:horse"
  ]
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at io.github.mortuusars.exposure.integration.jade.ExposureJadePlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at de.maxhenkel.corpse.integration.waila.PluginCorpse
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at xfacthd.framedblocks.common.compat.jade.FramedJadePlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at snownee.jade.addon.general.GeneralPlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at snownee.jade.addon.create.CreatePlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at me.pandamods.fallingtrees.compat.JadePlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at com.gregtechceu.gtceu.integration.jade.GTJadePlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at net.dries007.tfc.compat.jade.JadeIntegration
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at snownee.jade.addon.vanilla.VanillaPlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at snownee.jade.addon.universal.UniversalPlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at snownee.jade.addon.core.CorePlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at appeng.integration.modules.jade.JadeModule
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at com.glodblock.github.extendedae.xmod.jade.JadePlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at cy.jdkdigital.treetap.compat.jade.JadePlugin
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at com.eerussianguy.firmalife.compat.tooltip.JadeIntegration
[23:55:59] [Worker-ResourceReload-12/INFO]: Start loading plugin at com.ljuangbminecraft.tfcchannelcasting.compat.JadeIntegration
[23:56:00] [Render thread/INFO]: Loaded default options for keymappings
[23:56:00] [Render thread/INFO]: OpenAL initialized on device Rembrandt Radeon High Definition Audio Controller Digital Stereo (HDMI)
[23:56:00] [Render thread/INFO]: Sound engine started
[23:56:00] [Render thread/INFO]: [FANCYMENU] Reloading AudioResourceHandler after Minecraft SoundEngine reload..
[23:56:00] [Render thread/INFO]: Created: 4096x2048x4 minecraft:textures/atlas/blocks.png-atlas
[23:56:00] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:00] [Render thread/INFO]: Created: 1024x512x4 minecraft:textures/atlas/signs.png-atlas
[23:56:00] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:00] [Render thread/INFO]: Created: 512x512x4 minecraft:textures/atlas/shield_patterns.png-atlas
[23:56:00] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:00] [Render thread/INFO]: Created: 512x512x4 minecraft:textures/atlas/banner_patterns.png-atlas
[23:56:00] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:00] [Render thread/INFO]: Created: 2048x1024x4 minecraft:textures/atlas/armor_trims.png-atlas
[23:56:00] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:00] [Render thread/INFO]: Created: 128x64x4 minecraft:textures/atlas/decorated_pot.png-atlas
[23:56:00] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:00] [Render thread/INFO]: Created: 1024x1024x4 minecraft:textures/atlas/chest.png-atlas
[23:56:00] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:00] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/beds.png-atlas
[23:56:00] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:00] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/shulker_boxes.png-atlas
[23:56:00] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:01] [Render thread/INFO]: inject shader vsh particle.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_solid.
[23:56:01] [Render thread/INFO]: inject shader fsh rendertype_solid.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_cutout_mipped.
[23:56:01] [Render thread/INFO]: inject shader fsh rendertype_cutout_mipped.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_cutout.
[23:56:01] [Render thread/INFO]: inject shader fsh rendertype_cutout.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_translucent.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_armor_cutout_no_cull.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_entity_solid.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_entity_cutout.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_entity_cutout_no_cull.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_entity_cutout_no_cull_z_offset.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_entity_translucent_cull.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_entity_translucent.
[23:56:01] [Render thread/WARN]: Shader rendertype_entity_translucent_emissive could not find sampler named Sampler2 in the specified shader program.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_entity_smooth_cutout.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_entity_decal.
[23:56:01] [Render thread/INFO]: inject shader vsh rendertype_entity_no_outline.
[23:56:01] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find sampler named Sampler2 in the specified shader program.
[23:56:01] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find uniform named IViewRotMat in the specified shader program.
[23:56:01] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find uniform named FogStart in the specified shader program.
[23:56:01] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find uniform named FogEnd in the specified shader program.
[23:56:01] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find uniform named FogColor in the specified shader program.
[23:56:01] [Render thread/WARN]: Shader moonlight:text_alpha_color could not find uniform named FogShape in the specified shader program.
[23:56:01] [Render thread/WARN]: Shader shimmer:rendertype_armor_cutout_no_cull could not find sampler named Sampler2 in the specified shader program.
[23:56:01] [Render thread/WARN]: Shader shimmer:rendertype_armor_cutout_no_cull could not find uniform named Light0_Direction in the specified shader program.
[23:56:01] [Render thread/WARN]: Shader shimmer:rendertype_armor_cutout_no_cull could not find uniform named Light1_Direction in the specified shader program.
[23:56:01] [Render thread/INFO]: Created: 2048x1024x0 minecraft:textures/atlas/particles.png-atlas
[23:56:01] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:01] [Render thread/INFO]: Created: 256x256x0 minecraft:textures/atlas/paintings.png-atlas
[23:56:01] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:01] [Render thread/INFO]: Created: 256x128x0 minecraft:textures/atlas/mob_effects.png-atlas
[23:56:01] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:01] [Render thread/INFO]: Successfully reloaded the world map shaders!
[23:56:01] [Render thread/INFO]: Loading exposure filters:
[23:56:01] [Render thread/INFO]: Filter [exposure:light_blue_pane, exposure:shaders/light_blue_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:orange_pane, exposure:shaders/orange_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:red_pane, exposure:shaders/red_filter.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:purple_pane, exposure:shaders/purple_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:blue_pane, exposure:shaders/blue_filter.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:light_gray_pane, exposure:shaders/light_gray_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:magenta_pane, exposure:shaders/magenta_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:gray_pane, exposure:shaders/gray_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:lime_pane, exposure:shaders/lime_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:green_pane, exposure:shaders/green_filter.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:pink_pane, exposure:shaders/pink_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:yellow_pane, exposure:shaders/yellow_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:white_pane, exposure:shaders/white_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:brown_pane, exposure:shaders/brown_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:glass_pane, exposure:shaders/crisp.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:interplanar_projector, exposure:shaders/invert.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:black_pane, exposure:shaders/black_tint.json] added.
[23:56:01] [Render thread/INFO]: Filter [exposure:cyan_pane, exposure:shaders/cyan_tint.json] added.
[23:56:01] [Render thread/INFO]: BookContentResourceListenerLoader preloaded 824 jsons
[23:56:01] [Render thread/INFO]: Created: 128x128x0 computercraft:textures/atlas/gui.png-atlas
[23:56:01] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:01] [Render thread/INFO]: Created: 512x256x0 polylib:textures/atlas/gui.png-atlas
[23:56:01] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:01] [Render thread/INFO]: Created: 256x128x0 jei:textures/atlas/gui.png-atlas
[23:56:01] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:01] [Render thread/INFO]: Created: 256x256x0 moonlight:textures/atlas/map_markers.png-atlas
[23:56:01] [Render thread/INFO]: Cleared non-static resources for pack moonlight:mods_dynamic_assets in: 0 ms
[23:56:01] [Render thread/INFO]: Successfully reloaded the minimap shaders!
[23:56:01] [Render thread/INFO]: buildIn shimmer configuration is enabled, this can be disabled by config file
[23:56:01] [Render thread/INFO]: mod jar and resource pack discovery: file managed my minecraft located in [sourceName:KubeJS Resource Pack [assets],location:KubeJS Resource Pack [assets]]
[23:56:01] [Render thread/ERROR]: can't find block framedblocks:framed_gate_door from file managed my minecraft located in [sourceName:KubeJS Resource Pack [assets],location:KubeJS Resource Pack [assets]]
[23:56:01] [Render thread/ERROR]: can't find block framedblocks:framed_iron_gate_door from file managed my minecraft located in [sourceName:KubeJS Resource Pack [assets],location:KubeJS Resource Pack [assets]]
[23:56:01] [Render thread/ERROR]: can't find block framedblocks:framed_gate_door from file managed my minecraft located in [sourceName:KubeJS Resource Pack [assets],location:KubeJS Resource Pack [assets]]
[23:56:01] [Render thread/ERROR]: can't find block framedblocks:framed_iron_gate_door from file managed my minecraft located in [sourceName:KubeJS Resource Pack [assets],location:KubeJS Resource Pack [assets]]
[23:56:01] [Render thread/INFO]: [FANCYMENU] Reloading resources..
[23:56:01] [Render thread/INFO]: [FANCYMENU] Pre-loading resources..
[23:56:01] [Render thread/INFO]: [FANCYMENU] Updating animation sizes..
[23:56:01] [Render thread/INFO]: [FANCYMENU] Minecraft resource reload: FINISHED
[23:56:01] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: title_screen
[23:56:01] [Render thread/INFO]: Creating pipeline for dimension NamespacedId{namespace='minecraft', name='overworld'}
[23:56:01] [Render thread/INFO]: PlayerAnimator not found!
[23:56:01] [Render thread/INFO]: Loaded Vanilla Hands items: []
[23:56:01] [Render thread/INFO]: Loaded Auto Disable items: [camera]
[23:56:01] [Render thread/INFO]: Loaded AmbientEngine 'basic' v3.1.0. 11 dimension(s), 11 features, 11 blockgroups, 2 sound collections, 37 regions, 58 sounds, 11 sound categories, 5 solids and 2 biome types
[23:56:03] [Render thread/WARN]: Game took 36.435 seconds to start
[23:56:16] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: join_multiplayer_screen
[23:56:17] [Netty Client IO #0/INFO]: Client has mods that are missing on server: [findme, noreportbutton, enhancedvisuals, mixinextras, konkrete, searchables, betterthirdperson, drippyloadingscreen, inventoryhud, fancymenu, immediatelyfast, tfcvesseltooltip]
[23:56:17] [Render thread/INFO]: [EMI] Disconnecting from server, EMI data cleared
[23:56:17] [Thread-37/INFO]: [EMI] Clearing data
[23:56:17] [Render thread/INFO]: Curios disabled
[23:56:17] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: progress_screen
[23:56:17] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: connect_screen
[23:56:17] [Render thread/INFO]: Connecting to monolith.alvareza.net, 25569
[23:56:19] [Render thread/INFO]: Injecting existing registry data into this CLIENT instance
[23:56:19] [Netty Epoll Client IO #0/INFO]: Reloading server config for hangglider
[23:56:19] [Netty Epoll Client IO #0/INFO]: Reloading server config for pickupnotifier
[23:56:20] [Netty Epoll Client IO #0/INFO]: Connected to a modded server.
[23:56:20] [Render thread/INFO]: New Xaero hud session initialized!
[23:56:20] [Render thread/INFO]: New world map session initialized!
[23:56:20] [Render thread/INFO]: Reloading pipeline on dimension change: NamespacedId{namespace='minecraft', name='overworld'} => NamespacedId{namespace='minecraft', name='overworld'}
[23:56:20] [Render thread/INFO]: Destroying pipeline NamespacedId{namespace='minecraft', name='overworld'}
[23:56:20] [Render thread/INFO]: Creating pipeline for dimension NamespacedId{namespace='minecraft', name='overworld'}
[23:56:20] [Render thread/INFO]: Started 10 worker threads
[23:56:21] [Render thread/INFO]: Started 10 worker threads
[23:56:21] [Render thread/WARN]: defineId called for: class net.minecraft.world.entity.player.Player from class tschipp.carryon.common.carry.CarryOnDataManager
[23:56:21] [Render thread/INFO]: Sending client config 'fallingtrees:fallingtrees_client' to server
[23:56:21] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.ClientPlayerNetworkEvent$LoggingIn
[23:56:21] [Render thread/INFO]: JEI StartEventObserver transitioning state from DISABLED to ENABLED
[23:56:21] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: receiving_level_screen
[23:56:21] [Render thread/INFO]: Received 4 greenhouse(s) from physical server
[23:56:21] [Render thread/INFO]: Received 53 plantable(s) from physical server
[23:56:21] [Render thread/INFO]: Received 36 metal(s) from physical server
[23:56:21] [Render thread/INFO]: Received 6 knapping_types(s) from physical server
[23:56:21] [Render thread/INFO]: Received 34 fuel(s) from physical server
[23:56:21] [Render thread/INFO]: Received 22 fertilizer(s) from physical server
[23:56:21] [Render thread/INFO]: Received 2 item_damage_resistances(s) from physical server
[23:56:21] [Render thread/INFO]: Received 1219 item heat(s) from physical server
[23:56:21] [Render thread/INFO]: Received 240 food(s) from physical server
[23:56:21] [Render thread/INFO]: Received 73 item size(s) from physical server
[23:56:21] [Render thread/INFO]: Received 47 climate range(s) from physical server
[23:56:21] [Render thread/INFO]: Received 14 drinkable(s) from physical server
[23:56:21] [Render thread/INFO]: Received 4 lamp_fuel(s) from physical server
[23:56:21] [Render thread/INFO]: Received 80 panning(s) from physical server
[23:56:21] [Render thread/INFO]: Received 80 sluicing(s) from physical server
[23:56:21] [Render thread/INFO]: Received 1 support(s) from physical server
[23:56:21] [Render thread/INFO]: Stopping worker threads
[23:56:21] [Render thread/INFO]: Started 10 worker threads
[23:56:21] [Render thread/INFO]: Reloading entity icon resources...
[23:56:21] [Render thread/INFO]: Reloaded entity icon resources!
[23:56:21] [Render thread/INFO]: Curios has been initialized with 9 slot(s) after 1 tries
[23:56:22] [CraftPresence/ERROR]: Asset name "overworld" does not exist, attempting to use an alternative icon "tfg-icon"...
[23:56:22] [CraftPresence/INFO]: To add support for this icon, please request for this icon to be added to the default Client ID or add the icon under the following name: "overworld".
[23:56:22] [CraftPresence/INFO]: Fallback icon for "overworld" found! Using a fallback icon with the name "tfg-icon"!
[23:56:23] [Netty Epoll Client IO #0/INFO]: TFC Network Debugging = false
[23:56:23] [Netty Epoll Client IO #0/INFO]: Supressed CreateAddions rolling recipe log spam! Enjoy!
[23:56:24] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.RecipesUpdatedEvent
[23:56:24] [Render thread/INFO]: [EMI] Tags synchronized, waiting for recipes to reload EMI...
[23:56:24] [Netty Epoll Client IO #0/INFO]: Received common config 'fallingtrees:fallingtrees_common' from server
[23:56:24] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.event.TagsUpdatedEvent
[23:56:24] [Render thread/INFO]: JEI StartEventObserver transitioning state from ENABLED to JEI_STARTED
[23:56:24] [Render thread/INFO]: Starting JEI...
[23:56:24] [Render thread/INFO]: Registering item subtypes...
[23:56:24] [Render thread/INFO]: Registering item subtypes took 1.464 ms
[23:56:24] [Render thread/INFO]: Registering fluid subtypes...
[23:56:24] [Render thread/INFO]: Registering fluid subtypes took 988.2 μs
[23:56:24] [Render thread/INFO]: Registering ingredients...
[23:56:24] [Netty Epoll Client IO #0/INFO]: Read 292243 bytes, 2033 objects
[23:56:25] [Render thread/INFO]: Registering ingredients: jei:minecraft took 810.6 milliseconds
[23:56:25] [Render thread/INFO]: Registering ingredients took 811.3 ms
[23:56:25] [Render thread/INFO]: Registering categories...
[23:56:25] [Render thread/INFO]: Registering categories: create:jei_plugin took 33.39 milliseconds
[23:56:25] [Render thread/INFO]: Registering categories took 67.91 ms
[23:56:25] [Render thread/INFO]: Registering vanilla category extensions...
